Plant_ID,Site,Location,Quadrat,Species,Date_Planted,Date_Measured,Age_Months,Height_cm,Num_Leaves,Flowering,Num_Flowers,Condition,Notes
,Site_B,Loc 2,Q1,Leptospermum scoparium,22/7/24,10/6/25,,69,177,no,0,very healthy,Heavy kikuyu pressure from east side. Root zone likely affected.
,Site_A,Loc-2,Q3,Pseudopanax crassifolius,10/10/22,12.06.23,,43,169,FALSE,0,Healthy,Dense ground cover competing. Grass encroaching from all sides.
,Site_B,Loc_2,Q 2,Leptospermum scoparium,16-Nov,5/4/25,,94,23,TRUE,19,not too bad,Measurement uncertain; steep ground made positioning difficult. Recheck advised.
,Site B,Loc_1,Q3.,Hebe speciosa,15/5/17,23-Feb,,62,73,FALSE,0,not too bad,Wax-eye activity observed in adjacent canopy.
,Site_A,Loc_2,q2,Coprosma robusta,23/07/2022,5-Apr,,122,56,Y,35,Reasonable,"Standing water, well draining. Plant vigorous."
,Site_b,Loc-3,Q2,Leptospermum scoparium,17/7/2018,15-Mar,,24,1340,Yes,35,needs attention,Bindweed removed from stem during visit. Will recheck next survey.
,Site_B,LOC2,Q6,Pseudopanax crassifolius,28/5/21,10/1/23,,46,128,Yes,9,Poor,Oxalis present around base. Spreading fast; consider manual removal.
,Site A,Loc_3,Q11,Coprosma robusta,24-Oct,9/26/24,,97,47,0,0,healthy,Ferns growing adjacent; good habitat complexity developing. Soil moist.
,Site_B,loc_2,Q5,Pittosporum tenuifolium,15/11/24,23/2/2025,,640,30,FALSE,0,very healthy,Tradescantia spreading from west. Competition increasing significantly.
,Site_b,Location_3,Q1,Phormium tenax,,13-Dec,,124,239,FALSE,0,fair,Bindweed removed from stem during visit. Will recheck next survey.
,SITE_B,LOC_3,Q11,Pittosporum tenuifolium,12/5/17,5/7/18,,143,241,NO,0,Healthy,Sandy topsoil exposed around base. Multiple stems.
,Site_A,Loc-2,Q1,Pittosporum tenuifolium,8/17/22,8/5/23,,36,57,n,0,excellent,Strong canopy developing. Good barrier effect visible at quadrat edge.
,Site_B,loc_3,Q4a,Hebe speciso,2/4/22,7/9/22,,66,207,no,0,thriving,Bindweed at lower stem only. Removed.
,Site_B,Loc_2,Q6.,Pseudopanax crassifolius,10.05.18,13/8/19,,15,51,0,0,could be better,Pukeko tracks in mud nearby. Ground cover looking healthy.
,Site_A,LOC4,Q4,Hebe speciosa,5/8/22,1-Aug,,15,172,FALSE,0,fair,Measurement uncertain; steep ground made positioning difficult. Recheck advised.
,Site_A,LOC4,q5,Leptospermum scoparium,2/10/23,10/1/25,,57,74,FALSE,0,dying,Measurement uncertain; steep ground made positioning difficult. Recheck advised.
,Site_A,Loc_1,q1,Pittosporum tenuifolium,15.03.17,13/3/18,,147,97,TRUE,12,GOOD,Dense ground cover competing. Grass encroaching from all sides.
,Site_A,Loc_2,Q5,Leptospermum scoparium,1/5/17,6/5/18,,67,231,NO,0,average,Dense gorse noted 5m north. Not yet encroaching but monitoring required.
,Site_b,loc_4,Q3.,Phormium tenex,2/5/22,22-Sep,,61,227,Y,31,Poor,Weed pressure reducing light to lower leaves. Growth slowing.
,Site_A,Loc_2,Q5a,Hebe speciosa,27/1/17,12/9/17,,70,214,0,0,Good,Not sure of species ID; leaf shape atypical for this species. Check ID next visit.
,Site_A,Loc-1,Q4,Coprosma robusta,08.03.22,5/3/24,,124,148,NO,0,could be better,Very windy on day of measurement. Some difficulty holding height rod steady.
,SITE_B,LOC3,Q4,Phormium tenex,10/8/23,10/6/25,,62,210,N,8,looking great,Bindweed removed from stem during visit. Will recheck next survey.
,Site_B,Loc_3,Q5,Coprosma robusta,12.03.23,1/18/24,,63,204,n,0,healthy,Kikuyu removed during visit. Exposed root damage minor.
,Site_A,Loc_4,Q1,Phormium tenax,11/8/17,1/3/18,,151,57,YES,17,reasonable,Height measurement may be in error; recheck next visit. Loam soil exposed at base.
,SITE_B,LOC_4,q6,Pseudopanax crassifolius,3/3/24,1/12/25,,49,268,No,0,average,Percentage_Cover difficult to assess on steep slope. Value may be under/overestimated.
,Site B,loc_2,Q1,Phormium tenax,9/10/21,17/1/2023,,164,179,Y,17,could be better,Not sure of species ID; leaf shape atypical for this species. Check ID next visit.
,Site_B,Loc_4,Q1,Phormium tenax,2/7/22,27/02/2023,,97,54,N,0,great condition,Possibly dead; no new growth visible. Bark peeling from lower stem. Check at next visit.
,Site_A,Location_1,Q2,Phormium tenax,21/02/2023,30/8/2024,,172,207,FALSE,0,average,Dappled light from pohutukawa overhead. Lichen on stem; sign of clean air.
,SiteA,loc_1,q6,Phormium tenax,6/11/21,19/5/23,,154,58,TRUE,6,very healthy,Bindweed removed from stem during visit. Will recheck next survey.
,Site_B,LOC1,q2,Coprosma robusta,9/10/17,24/9/2019,,97,58,YES,16,Good,Coastal exposure evident. Salt burn on some older leaves. Root anchoring looks strong.
,Site_A,Loc_4,Q2.,Pseudopanax crassifolius,25/9/24,14.03.25,,65,158,Yes,26,struggling,Not sure of species ID; leaf shape atypical for this species. Check ID next visit.
,Site_B,loc_3,Q3,Hebe speciosa,7/13/20,18.05.21,,25,196,yes,18,Fair,Leaf count may be inflated; plant very bushy with dense branching. Recount recommended.
,Site B,Loc_3,q6,Pseudopanax crassifolius,7-Sep,19-Mar,,66,222,yes,28,Good,Bindweed at lower stem only. Removed.
,SITE_A,Loc_3,Q 2,Leptospermum scoparium,11-Nov,1/6/24,,73,112,0,0,POOR,Sedge competition at base but manageable.
,site_a,LOC2,Q4,Pseudopanax crassifolius,16/7/2018,5/3/20,,46,44,FALSE,0,could be dead,Height not recorded; pole broken on site. Leaf count approximate.
,Site_B,LOC4,Q6.,Phormium tenax,15/04/2024,18/11/25,,51,187,FALSE,0,GOOD,Height not recorded; measuring tape misplaced during visit.
,site_a,Loc-2,Q1,Coprosma robusta,14/9/2024,3/10/25,,91,108,yes,20,Average,Very windy on day of measurement. Some difficulty holding height rod steady.
,Site_A,loc_2,Q6a,Hebe speciosa,19/11/2022,19/5/2024,,89,200,n,0,needs attention,Measurement uncertain; steep ground made positioning difficult. Recheck advised.
,Site_B,Loc_3.,quad3,Pittosporum tenuifolium,12.04.24,16/9/25,,125,62,TRUE,34,looking great,Very exposed ridge position. Windburn on uppermost leaves. Stem diameter looks good.
,Site_B,loc_2,q3,Coprosma robusta,3/12/17,17/5/18,,84,52,N,0,good,Couch grass competition at edge of root zone. Plant maintaining itself.
,Site_A,LOC1,Q2,Pittosporum tenuifolium,01.01.22,8/10/22,,111,108,1,3,very healthy,Berries present; fruiting plant.
,Site_B,Loc_2,quad6,Pittosporum tenuifolium,3/8/22,4/26/23,,148,110,yes,6,great condition,Flower count unreliable; counted during windy conditions. Possibly inaccurate.
,Site_a,Loc_3,Q5a,Pittosporum tenuifolium,19/2/2020,22/9/2020,,62,211,FALSE,0,average,Strong canopy developing. Good barrier effect visible at quadrat edge.
,site_a,LOC4,Q05,Coprosma robusta,,12/3/21,,55,137,no,0,Good,Height not recorded; measuring tape misplaced during visit.
,Site_B,Loc_4,Q1,Coprosma robusta,13/10/2021,11/8/23,,114,86,0,0,good,Weed pressure moderate. Plant coping.
,Site_A,Loc_1,Q5,Coprosma robusta,28.08.23,29/10/2024,,126,176,Yes,34,GOOD,Dappled light from pohutukawa overhead. Lichen on stem; sign of clean air.
,SITE_B,Loc_1,quad4,Hebe speciosa,28/6/18,1/4/20,,66,80,FALSE,0,dying,Very little weed competition here. Natural leaf litter forming.
,Site_A,Loc_4,Q6,Pittosporum tenuifolium,04.12.20,12/16/21,,59,153,n,3,Reasonable,Percentage_Cover difficult to assess on steep slope. Value may be under/overestimated.
,Site_b,Loc_3,Q3,Pseudopanax crassifolius,28-Jul,8/5/25,,67,106,1,29,not great,Very healthy. Berries present on adjacent coprosma; good fruiting season this year.
,Site_B,Location_4,Q2,Hebe speciosa,4/25/18,13/1/20,,79,206,FALSE,0,ok,Tradescantia spreading from west. Competition increasing significantly.
,site_a,Loc_2,q6,Coprosma robusta,12/8/18,13/9/20,,101,183,0,0,dying,Pukeko tracks in mud nearby. Ground cover looking healthy.
,Site_A,LOC1,Q1,Coprosma robusta,15/11/2018,,,36,126,yes,8,in decline,Measurement uncertain; steep ground made positioning difficult. Recheck advised.
,Site_A,Loc_3,Q 5,Pseudopanax crassifolius,8/9/18,17-May,,41,119,NO,0,Poor,Date_Measured not recorded; recording sheet wet. Values transcribed but date lost.
,Site_B,loc_3,Q6.,Hebe speciosa,19-Jun,5/23/19,,36,90,yes,22,Good,Some couch grass at root zone. Otherwise healthy.
,site_a,loc_3,Q4,Pseudopanax crassifolius,17/3/2019,12/9/20,,15,63,Y,23,OK,Dense leaf litter around base approximately 4cm deep. Strong canopy overhead.
,SITE_A,Loc_2,Q1,Phormium tenax,14/11/2024,1/6/25,,194,247,Yes,32,OK,Rubbish found under plant and removed. Soft soil around roots.
,SITE_A,Loc_2,Q6,Leptospermum scoparium,4/25/17,20/6/2018,,104,107,N,0,Reasonable,Windburn on leaves. Stem very solid.
,SITE_B,loc_3,Q5a,Pseudopanax crassifolus,3/22/20,3/1/22,,63,40,n,0,not great,Dense gorse noted 5m north. Not yet encroaching but monitoring required.
,SiteB,Loc_2,Q1,Leptospermum scoparium,27/6/2020,20/04/2021,,122,220,1,26,great condition,Ferns growing adjacent; good habitat complexity developing. Soil moist.
,Site_A,Loc_4,Q6,Leptospermum scoparium,,1/10/19,,74,57,1,22,not great,Multiple crowns present; measured tallest. Sandy topsoil exposed around base.
,Site_A,Loc_4,Q11,Coprosma robusta,8/4/21,7/31/21,,108,49,FALSE,0,looking great,Not sure of species ID; leaf shape atypical for this species. Check ID next visit.
,Site_B,Loc_1,Q4a,Leptospermum scoparium,4/6/23,16/12/23,,115,268,TRUE,0,dying,Date_Measured not recorded; recording sheet wet. Values transcribed but date lost.
,Site_B,LOC_1,quad4,Coprosma robusta,15.02.19,14/8/2019,,80,62,Y,4,POOR,Dense leaf litter around base approximately 4cm deep. Strong canopy overhead.
,site_B,loc_3,Q6,Coprosma robusta,6/5/17,22/2/2019,,57,107,y,23,POOR,Date_Measured not recorded; recording sheet wet. Values transcribed but date lost.
,Site_A,Loc_4,Q4,Pseudopanax crassifolius,6/11/18,24.05.19,,48,96,No,0,struggling,Heavily shaded by dense manuka above. Etiolated growth form.
,SITE_B,Loc_3,Q3,Pseudopanax crassifolius,27/6/19,29/8/2020,,60,243,yes,17,could be better,Weed pressure reducing light to lower leaves. Growth slowing.
,Site_A,Loc_4,Q05,Pseudopannax crassifolius,14.10.21,21.02.22,,16,279,Y,30,fair,"Standing water, well draining. Plant vigorous."
,Site_B,Loc_2,Q05,Phormium tenax,15/11/17,31/8/2018,,161,74,FALSE,0,,Grass encroaching from north. Hand pull recommended.
,Site_a,Loc_3,Q3,Leptospermum scoparium,21-May,18-Oct,,45,,y,33,POOR,Bellbird observed in adjacent canopy. Vigorous; multiple flower spikes developing.
,Site_A,loc_3,Q1,Hebe speciosa,5/10/18,1-Apr,,19,140,yes,17,OK,Bellbird observed in adjacent canopy. Vigorous; multiple flower spikes developing.
,Site_B,LOC2,Q6,Leptospermum scoparium,6/12/19,20/3/2020,,44,217,1,1,Excellent,Excellent specimen. Bird droppings on upper leaves; likely a perch site.
,Site_B,Loc_3,Q4.,Leptospermum scoparium,26.01.21,7/1/23,,102,276,YES,10,in decline,Weed mat placed around base. Check next visit for effectiveness.
,site_a,LOC3,Q5,Leptospermum sccparium,28/7/2019,15/2/20,,89,225,n,0,great condition,Grass encroaching from north. Hand pull recommended.
,site_a,LOC_2,quad6,Coprosma robusta,10/1/23,12/6/24,,37,236,TRUE,30,could be dead,Windburn on leaves. Stem very solid.
,Site_A,loc_3,quad1,Leptosperumm scoparium,5/5/22,18/01/2024,,114,208,Yes,27,Good,Multiple crowns present; measured tallest. Sandy topsoil exposed around base.
,Site_B,Loc_4,Q5a,Pittosporum tenuifolium,26/1/22,10/11/23,,62,39,n,0,Poor,Height measurement may be in error; recheck next visit. Loam soil exposed at base.
,Site_A,loc_1,Q3,Leptospermum scoparium,4/10/20,10/12/21,,70,,Y,8,needs attention,Windburn on leaves. Stem very solid.
,Site_A,loc_1,Q5,Hebe speciso,8/12/19,13.01.21,,65,127,Y,1,looking great,Couch grass competition at edge of root zone. Plant maintaining itself.
,Site_A,LOC_2,Q05,Coprosma robusta,7/10/24,18/1/2025,,102,202,NO,0,very poor,Old plastic bag caught in branches. Area checked for further litter.
,SiteA,Loc 2,Q3,Phormum tenax,7-Nov,28-Jan,,180,108,No,0,reasonable,Leaf tips browning. Tradescantia present within 1m.
,Site_B,Loc-2,quad3,Pittosporum tenifolium,2/10/20,31-Jul,,121,211,FALSE,8,great condition,Leaf count may be inflated; plant very bushy with dense branching. Recount recommended.
,site_A,Loc-3,Q1,Hebe speciosa,4/2/19,9/7/20,,47,46,no,0,,Very exposed ridge position. Windburn on uppermost leaves. Stem diameter looks good.
,Site_A,loc_3,Q6,Phormium tenax,28/11/20,2/10/21,,150,45,y,120,in decline,Ferns growing adjacent; good habitat complexity developing. Soil moist.
,Site A,loc_4,Q5,Leptospermum scoparium,2-Jul,29/3/2022,,76,42,Y,11,could be better,Leaf tips browning. Tradescantia present within 1m.
,Site_a,Loc_2,Q6,Leptospermum scoparium,8/8/18,5/8/19,,122,147,NO,0,not too bad,Dense ground cover competing. Grass encroaching from all sides.
,Site_B,Loc_4,Q2.,Phormium tenax,24/1/2023,11-Jan,,82,164,Y,6,great condition,Very little weed competition here. Natural leaf litter forming.
,SITE_A,Location_1,quad6,Pseudopanax crassifolius,8/8/20,4-Sep,,24,237,no,0,POOR,Condition not fully assessed; heavy rain during visit. Check at next survey.
,SITE_B,LOC_3,Q2,Hebe speciosa,7/4/21,27/9/21,,19,259,n,0,good,Tradescantia spreading from west. Competition increasing significantly.
,Site_B,loc_3,Q3,Leptospermum scoparium,4/5/21,7/20/21,,48,130,FALSE,0,very healthy,Leaf count may be inflated; plant very bushy with dense branching. Recount recommended.
,Site_A,loc_4,Q6,Leptospermum scoparium,17/12/17,4-Mar,,51,58,YES,1,in decline,Leaf litter accumulating around base. Sign of establishing well.
,site_A,Loc_3,Q1,Coprosma robusta,1/22/21,24/04/2022,,43,235,TRUE,29,thriving,Small frog observed nearby. Loam soil exposed at base.
,SiteA,Loc_2,Q2,Phormium tenex,1/13/17,13.11.17,,184,141,n,0,excellent,Berries present; fruiting plant.
,Site_B,Loc_4,Q 6,Phormium tenex,28/4/17,4/3/18,,169,207,YES,30,dying,Couch grass competition at edge of root zone. Plant maintaining itself.
,Site_B,Loc 2,Q5,Phormium tenax,20-Mar,7/17/23,,103,234,NO,0,Average,Dense leaf litter around base approximately 4cm deep. Strong canopy overhead.
,Site_B,loc_04,Q02,Pseudopanax crassifolius,24.07.20,2/5/22,,58,278,FALSE,0,Good,Sandy topsoil exposed around base. Multiple stems.
,Site_B,loc_4,Q6,Phormium tenex,28/1/2020,16/10/21,,,121,TRUE,19,reasonable,Not sure of species ID; leaf shape atypical for this species. Check ID next visit.
,Site_A,Loc_4,Q4,Pseudopanax crassifolius,15/6/23,14/1/2024,,51,152,TRUE,34,good,Windburn on leaves. Stem very solid.
,Site_B,Loc_2,quad5,Pseudopanax crassifolius,20/07/2018,13/7/2019,,24,146,0,0,struggling,Date_Measured not recorded; recording sheet wet. Values transcribed but date lost.
,Site_A,Loc_4,Q05,Phormium tenax,6/11/17,8/30/18,,58,53,1,31,not bad,Bindweed on lower branches. Condition hard to assess through weed cover.
,Site_B,loc_04,Q2,Leptospermum scoparium,13/1/2019,20/11/2019,,83,88,Y,33,Excellent,Condition not fully assessed; heavy rain during visit. Check at next survey.
,Site_B,Loc_2,Q2,Leptospermum scoparium,27/4/2023,29/3/2025,,123,218,FALSE,0,looking great,Very little weed competition here. Natural leaf litter forming.
,Site_B,loc_04,Q4,Pseudopanax crassifolius,25/12/2019,18/10/2021,,52,247,N,0,reasonable,Sandy topsoil exposed around base. Multiple stems.
,Site A,Loc_1,q5,Pittosporum tenuifolium,5/4/17,13/10/2017,,114,197,No,0,struggling,Wax-eye activity observed in adjacent canopy.
,Site_A,Loc_1,quad4,Hebe speciosa,21/3/2017,4/8/17,,72,88,N,0,in decline,Wax-eye activity observed in adjacent canopy.
,SiteA,Location_3,Q1,Phormium tenax,20/01/2020,7/10/20,,191,73,TRUE,27,excellent,Oxalis present around base. Spreading fast; consider manual removal.
,Site_B,Loc_4,Q2,Hebe speciosa,,5/2/20,,60,75,YES,35,looking great,Dappled light from pohutukawa overhead. Lichen on stem; sign of clean air.
,Site_B,Loc_3,QI,Pittosporum tenuifolium,3/4/23,7/9/23,,105,179,FALSE,0,thriving,Height not recorded; measuring tape misplaced during visit.
,Site_b,LOC_4,Q5,Coprosma robusta,,10/4/20,,59,20,TRUE,33,very poor,Very little weed competition here. Natural leaf litter forming.
,Site A,Location_4,Q2,Phormium tenax,17/1/2022,19/05/2023,,114,239,Yes,11,POOR,Bindweed on lower branches. Condition hard to assess through weed cover.
,Site_B,Loc_4,Q5a,Pittosporum tenuifolium,27-Nov,14/12/2018,,62,27,Yes,21,could be better,Sedge competition at base but manageable.
,Site_B,Loc_2,quad1,Pseudopanax crassifolius,26/05/2019,17/1/20,,66,255,YES,18,dying,Moderate weed pressure. Plant coping well despite competition.
,Site_A,Loc 2,Q5,Pseudopanax crassifolius,16/10/2017,19/12/17,,60,56,FALSE,0,thriving,"Standing water, well draining. Plant vigorous."
,Site_B,Loc_4,Q4,Coprosma robusta,18/4/2024,16/2/25,,72,240,Y,9,needs attention,Moderate weed pressure. Plant coping well despite competition.
,Site_A,Loc_2,Q2,Hebe speciosa,06.05.17,12/3/18,,26,10,no,0,,Very healthy. Berries present on adjacent coprosma; good fruiting season this year.
,Site_A,Loc 2,Q5,Leptospermum scoparium,25/5/20,26/9/20,,45,265,1,30,very poor,Oxalis present around base. Spreading fast; consider manual removal.
,Site_A,LOC1,Q5,Leptospermum scoparium,12/16/22,27/05/2023,,40,258,NO,0,GOOD,Possibly dead; no new growth visible. Bark peeling from lower stem. Check at next visit.
,Site_B,Loc-2,quad6,Pseudopanax crassifolius,6/15/21,08.10.21,,28,125,FALSE,0,Poor,Coastal exposure evident. Salt burn on some older leaves. Root anchoring looks strong.
,Site_A,Loc_4,Q5,Hebe speciosa,3/4/22,9/22/22,,76,263,FALSE,7,not bad,Very exposed ridge position. Windburn on uppermost leaves. Stem diameter looks good.
,Site_A,Loc_1,quad6,Phormium tenax,4/10/21,17/2/2023,,64,81,N,0,thriving,Dense tradescantia around base. Weed mat removed during visit.
,Site_B,LOC2,Q1,Pseudopanax crassifolius,14/1/23,25/12/23,,36,35,n,0,not too bad,Weed mat placed around base. Check next visit for effectiveness.
,Site_A,loc_3,Q1,Pittosporum tenuifolium,24/12/2023,20/10/2024,,100,43,n,0,dying,Wax-eye activity observed in adjacent canopy.
,SiteA,loc_04,Q6,Pseudopanax crassifolius,23-Oct,7/10/23,,21,240,1,5,fair,Dense leaf litter around base approximately 4cm deep. Strong canopy overhead.
,Site_B,Loc_1,Q6,Pseudopanax crassifolius,25/1/2021,6/17/21,,39,229,yes,31,excellent,Sedge competition at base but manageable.
,Site_A,LOC4,quad2,Pittosporum tenuifolium,1/2/17,21/09/2018,,94,24,TRUE,15,thriving,"Standing water, well draining. Plant vigorous."
,SITE_B,Loc_2,Q05,Hebe speciosa,6/8/19,30/9/2019,,89,56,0,0,healthy,Bindweed removed from stem during visit. Will recheck next survey.
,Site_B,Loc-3,Q5,Leptospermum scoparium,4/4/22,20/10/22,,36,275,YES,19,in decline,Height measurement may be in error; recheck next visit. Loam soil exposed at base.
,Site_B,Location_1,Q5,Coprosma robusta,7/13/24,17/10/2024,,90,223,n,0,great condition,Possibly dead; no new growth visible. Bark peeling from lower stem. Check at next visit.
,Site_b,Loc_3,Q 6,Hebe speciosa,20/2/19,29/12/2019,,67,187,0,0,reasonable,Weed pressure reducing light to lower leaves. Growth slowing.
,SITE_A,Loc_1,Q3,Coprosma robusta,20/2/2023,16/2/24,,136,184,n,0,dying,Bindweed at lower stem only. Removed.
,Site_A,Loc_3,Q 3,Phormium tenax,14/9/2019,27/12/20,,40,188,0,0,great condition,Windburn on leaves. Stem very solid.
,Site_A,Loc_3,Q4a,Coprosma robusta,17/7/2020,02.12.21,,64,274,TRUE,29,Good,Dense leaf litter around base approximately 4cm deep. Strong canopy overhead.
,Site_A,Loc_2,q3,Coprosma robusta,27/12/2021,4/23/23,,32,105,FALSE,0,not too bad,Berries present; fruiting plant.
,Site_A,LOC2,Q3,Pseudopanax crassifolius,23/7/2021,9/15/22,,56,193,N,0,thriving,Berries present; fruiting plant.
,Site_A,Loc_1,Q 3,Pseudopanax crassifolius,27/6/2018,12/1/19,,30,218,Yes,20,OK,Ferns growing adjacent; good habitat complexity developing. Soil moist.
